Wall time,Step,Value
1556023445.0416389,500,1.7679747343063354
1556024022.3184319,1000,1.8526394367218018
1556024598.710832,1500,1.7638295888900757
1556025174.3074062,2000,1.5819125175476074
1556025795.4042823,2500,1.8124407529830933
1556026366.676452,3000,1.655501365661621
1556026937.1181645,3500,1.938630223274231
1556027506.9922826,4000,1.6603366136550903
1556028132.427347,4500,1.4973766803741455
1556028709.651854,5000,1.6853166818618774
1556029286.5630887,5500,1.6371749639511108
1556029862.953965,6000,1.4883850812911987
1556030477.4805605,6500,1.5648995637893677
1556031043.2591913,7000,1.8994497060775757
1556031609.728746,7500,1.7807607650756836
1556032176.0695643,8000,1.6092844009399414
1556032791.105987,8500,1.7544432878494263
1556033357.3265715,9000,1.882642388343811
1556033922.7536094,9500,1.6189204454421997
1556034489.6023614,10000,1.6066423654556274
1556035108.2203279,10500,1.5182130336761475
1556035677.4571815,11000,1.6213879585266113
1556036246.20861,11500,1.5549252033233643
1556036815.3307276,12000,1.6420841217041016
1556037425.8396769,12500,1.6142839193344116
1556037987.6575627,13000,1.5290074348449707
1556038549.3691635,13500,2.096345901489258
1556039110.089431,14000,1.6114637851715088
1556039723.8300884,14500,1.5186877250671387
1556040289.7139053,15000,1.8315455913543701
1556040856.2489593,15500,1.703769564628601
1556041421.9968944,16000,1.5999640226364136
1556042037.4367745,16500,1.4759254455566406
1556042604.4998097,17000,1.6048626899719238
1556043172.4592643,17500,1.691948652267456
1556043740.3217206,18000,1.4540910720825195
1556044350.4381406,18500,1.5539668798446655
1556044912.0840366,19000,1.775113582611084
1556045472.7008939,19500,1.5648261308670044
1556046034.9080305,20000,1.628309965133667
1556046651.8994517,20500,1.6229780912399292
1556047218.4335895,21000,1.590212345123291
1556047783.7277436,21500,1.5580717325210571
1556048366.9346788,22000,1.680101990699768
1556048983.2015984,22500,1.5443718433380127
1556049550.0763056,23000,1.5512714385986328
1556050117.2709858,23500,1.5612757205963135
1556050681.618569,24000,1.7267417907714844
1556051290.620255,24500,1.4803344011306763
1556051852.0986524,25000,1.7018969058990479
1556052416.606812,25500,1.5194141864776611
1556052974.791848,26000,1.6786812543869019
1556053586.3051724,26500,1.6553856134414673
1556054149.9308658,27000,1.678638219833374
1556054713.2976165,27500,1.5099049806594849
1556055276.8622792,28000,1.8113220930099487
1556055891.456502,28500,1.5611860752105713
1556056460.9865654,29000,1.506320834159851
1556057029.2703006,29500,1.5193142890930176
1556057597.6279109,30000,1.5836594104766846
1556058208.1022484,30500,1.773139476776123
1556058767.322194,31000,1.5438027381896973
1556059326.734763,31500,1.7280796766281128
1556059885.7544255,32000,1.6630396842956543
1556060495.2700186,32500,1.481359601020813
1556061056.1652431,33000,1.5873507261276245
1556061616.459235,33500,1.5840519666671753
1556062176.1655526,34000,1.6101430654525757
1556062790.4053144,34500,1.4969717264175415
1556063357.3570116,35000,1.5314199924468994
1556063924.8066292,35500,1.5910152196884155
1556064491.2735493,36000,1.6669347286224365
1556065109.805678,36500,1.5526751279830933
1556065679.3536832,37000,1.9546984434127808
1556079772.8322513,35500,1.7255945205688477
1556080349.34512,36000,1.5604890584945679
1556080991.9906297,36500,1.5886307954788208
1556081567.9855852,37000,1.5492221117019653
1556082144.8035135,37500,1.7327032089233398
1556082720.807467,38000,1.6331369876861572
1556083346.1592247,38500,1.5760815143585205
1556083922.4275644,39000,1.5919380187988281
1556084498.8003945,39500,1.4961341619491577
1556085072.1525984,40000,1.4296954870224
1556085700.9714267,40500,1.528563141822815
1556086277.7431107,41000,1.537192463874817
1556086856.1570117,41500,1.7394602298736572
1556087434.3211136,42000,1.7236156463623047
1556088060.8448944,42500,1.7231245040893555
1556088637.1446493,43000,1.5756739377975464
1556089213.8440504,43500,1.5785298347473145
1556089789.3032212,44000,1.6817792654037476
1556090418.9250236,44500,1.617218017578125
1556090999.9471283,45000,1.5991674661636353
1556091581.2054904,45500,1.5327554941177368
1556092162.3455555,46000,1.5927026271820068
1556092793.2092984,46500,1.4917224645614624
1556093372.836086,47000,1.553162693977356
1556093953.5858796,47500,2.132097005844116
1556094534.1829998,48000,1.5810590982437134
1556095164.7742047,48500,1.7703593969345093
1556095745.7935476,49000,1.832134485244751
1556096327.5293462,49500,1.524096131324768
1556096908.8421447,50000,1.6001237630844116
1556097536.8491395,50500,1.6595710515975952
1556098112.7309482,51000,1.4958299398422241
1556098689.8204663,51500,1.558483600616455
1556099266.5371654,52000,1.780800700187683
1556099887.6210976,52500,1.7509915828704834
1556100459.0473905,53000,1.563573956489563
1556101031.1574304,53500,1.8158235549926758
1556101602.553068,54000,1.9427664279937744
1556102227.1884124,54500,1.580307960510254
1556102803.3040032,55000,1.5161062479019165
1556103379.0678792,55500,1.6627755165100098
1556103953.5379457,56000,1.5226713418960571
1556104581.9097872,56500,1.5651744604110718
1556105162.8416576,57000,1.595872402191162
1556105742.6421726,57500,1.6129711866378784
1556106324.681807,58000,1.550166368484497
1556106942.2714987,58500,1.4780329465866089
1556107511.2364862,59000,1.5781822204589844
1556108079.9104652,59500,1.6575597524642944
1556108650.0106432,60000,1.594197154045105
