Wall time,Step,Value
1556023445.0416389,500,0.11029071360826492
1556024022.3184319,1000,0.11086198687553406
1556024598.710832,1500,0.11085110157728195
1556025174.3074062,2000,0.11067965626716614
1556025795.4042823,2500,0.11044317483901978
1556026366.676452,3000,0.11015234887599945
1556026937.1181645,3500,0.10983648896217346
1556027506.9922826,4000,0.10950542986392975
1556028132.427347,4500,0.10916485637426376
1556028709.651854,5000,0.10881931334733963
1556029286.5630887,5500,0.10846380889415741
1556029862.953965,6000,0.10810345411300659
1556030477.4805605,6500,0.10781921446323395
1556031043.2591913,7000,0.10765152424573898
1556031609.728746,7500,0.10745848715305328
1556032176.0695643,8000,0.10723773390054703
1556032791.105987,8500,0.10700628906488419
1556033357.3265715,9000,0.10676585137844086
1556033922.7536094,9500,0.10652140527963638
1556034489.6023614,10000,0.10628023743629456
1556035108.2203279,10500,0.10603819042444229
1556035677.4571815,11000,0.10579323023557663
1556036246.20861,11500,0.10553976148366928
1556036815.3307276,12000,0.10530248284339905
1556037425.8396769,12500,0.10506138950586319
1556037987.6575627,13000,0.10482118278741837
1556038549.3691635,13500,0.1045856922864914
1556039110.089431,14000,0.10435386747121811
1556039723.8300884,14500,0.10412570089101791
1556040289.7139053,15000,0.10390473157167435
1556040856.2489593,15500,0.1036786288022995
1556041421.9968944,16000,0.10345591604709625
1556042037.4367745,16500,0.10323106497526169
1556042604.4998097,17000,0.10301962494850159
1556043172.4592643,17500,0.10281209647655487
1556043740.3217206,18000,0.10260991007089615
1556044350.4381406,18500,0.10240936279296875
1556044912.0840366,19000,0.1022191196680069
1556045472.7008939,19500,0.10202488303184509
1556046034.9080305,20000,0.10183420032262802
1556046651.8994517,20500,0.10165487974882126
1556047218.4335895,21000,0.1014847680926323
1556047783.7277436,21500,0.1013149842619896
1556048366.9346788,22000,0.10115313529968262
1556048983.2015984,22500,0.10099481791257858
1556049550.0763056,23000,0.10084036737680435
1556050117.2709858,23500,0.10068457573652267
1556050681.618569,24000,0.10054215788841248
1556051290.620255,24500,0.10039464384317398
1556051852.0986524,25000,0.10025561600923538
1556052416.606812,25500,0.10011222958564758
1556052974.791848,26000,0.09997878223657608
1556053586.3051724,26500,0.09986695647239685
1556054149.9308658,27000,0.09975242614746094
1556054713.2976165,27500,0.09963768720626831
1556055276.8622792,28000,0.09953150153160095
1556055891.456502,28500,0.0994378849864006
1556056460.9865654,29000,0.09935261309146881
1556057029.2703006,29500,0.0992567166686058
1556057597.6279109,30000,0.09916982054710388
1556058208.1022484,30500,0.09909265488386154
1556058767.322194,31000,0.09901970624923706
1556059326.734763,31500,0.09894365072250366
1556059885.7544255,32000,0.09887519478797913
1556060495.2700186,32500,0.09880202263593674
1556061056.1652431,33000,0.0987374484539032
1556061616.459235,33500,0.09867328405380249
1556062176.1655526,34000,0.09861461073160172
1556062790.4053144,34500,0.09856217354536057
1556063357.3570116,35000,0.09852439910173416
1556063924.8066292,35500,0.09848025441169739
1556064491.2735493,36000,0.0984368622303009
1556065109.805678,36500,0.09840264916419983
1556065679.3536832,37000,0.09836561232805252
1556079772.8322513,35500,0.0984802097082138
1556080349.34512,36000,0.09843910485506058
1556080991.9906297,36500,0.09840796142816544
1556081567.9855852,37000,0.0983775183558464
1556082144.8035135,37500,0.09834226965904236
1556082720.807467,38000,0.09830770641565323
1556083346.1592247,38500,0.09828983247280121
1556083922.4275644,39000,0.09827417135238647
1556084498.8003945,39500,0.09826111048460007
1556085072.1525984,40000,0.0982467532157898
1556085700.9714267,40500,0.09823919087648392
1556086277.7431107,41000,0.09823764115571976
1556086856.1570117,41500,0.0982351005077362
1556087434.3211136,42000,0.09823117405176163
1556088060.8448944,42500,0.09822946786880493
1556088637.1446493,43000,0.09823646396398544
1556089213.8440504,43500,0.09825383126735687
1556089789.3032212,44000,0.09827753156423569
1556090418.9250236,44500,0.09828746318817139
1556090999.9471283,45000,0.09829148650169373
1556091581.2054904,45500,0.0983114168047905
1556092162.3455555,46000,0.09832606464624405
1556092793.2092984,46500,0.09834127128124237
1556093372.836086,47000,0.09836257249116898
1556093953.5858796,47500,0.09837626665830612
1556094534.1829998,48000,0.09839826822280884
1556095164.7742047,48500,0.0984354242682457
1556095745.7935476,49000,0.09846620261669159
1556096327.5293462,49500,0.09849970042705536
1556096908.8421447,50000,0.09852888435125351
1556097536.8491395,50500,0.09855804592370987
1556098112.7309482,51000,0.09859716147184372
1556098689.8204663,51500,0.09863115847110748
1556099266.5371654,52000,0.09866753220558167
1556099887.6210976,52500,0.09870462119579315
1556100459.0473905,53000,0.09874006360769272
1556101031.1574304,53500,0.09878344088792801
1556101602.553068,54000,0.09882546961307526
1556102227.1884124,54500,0.09887437522411346
1556102803.3040032,55000,0.09892578423023224
1556103379.0678792,55500,0.09897027164697647
1556103953.5379457,56000,0.09901465475559235
1556104581.9097872,56500,0.09905876964330673
1556105162.8416576,57000,0.09911762923002243
1556105742.6421726,57500,0.09916305541992188
1556106324.681807,58000,0.09921354055404663
1556106942.2714987,58500,0.09926925599575043
1556107511.2364862,59000,0.09931471198797226
1556108079.9104652,59500,0.09936485439538956
1556108650.0106432,60000,0.09942184388637543
