Wall time,Step,Value
1556023445.0416389,500,2.885507345199585
1556024022.3184319,1000,2.112409830093384
1556024598.710832,1500,1.9652360677719116
1556025174.3074062,2000,1.8745282888412476
1556025795.4042823,2500,1.8073012828826904
1556026366.676452,3000,1.764896273612976
1556026937.1181645,3500,1.723626732826233
1556027506.9922826,4000,1.690002202987671
1556028132.427347,4500,1.6621242761611938
1556028709.651854,5000,1.634247064590454
1556029286.5630887,5500,1.6108171939849854
1556029862.953965,6000,1.593596339225769
1556030477.4805605,6500,1.5822678804397583
1556031043.2591913,7000,1.5637402534484863
1556031609.728746,7500,1.5463026762008667
1556032176.0695643,8000,1.5330921411514282
1556032791.105987,8500,1.5164916515350342
1556033357.3265715,9000,1.5048915147781372
1556033922.7536094,9500,1.496130347251892
1556034489.6023614,10000,1.4843339920043945
1556035108.2203279,10500,1.4709553718566895
1556035677.4571815,11000,1.4681645631790161
1556036246.20861,11500,1.4567503929138184
1556036815.3307276,12000,1.4493693113327026
1556037425.8396769,12500,1.4402562379837036
1556037987.6575627,13000,1.432638168334961
1556038549.3691635,13500,1.4253228902816772
1556039110.089431,14000,1.4190095663070679
1556039723.8300884,14500,1.4146283864974976
1556040289.7139053,15000,1.407494068145752
1556040856.2489593,15500,1.399171233177185
1556041421.9968944,16000,1.3968874216079712
1556042037.4367745,16500,1.3899235725402832
1556042604.4998097,17000,1.385103702545166
1556043172.4592643,17500,1.3806874752044678
1556043740.3217206,18000,1.3776053190231323
1556044350.4381406,18500,1.371972680091858
1556044912.0840366,19000,1.3680906295776367
1556045472.7008939,19500,1.3660147190093994
1556046034.9080305,20000,1.3583853244781494
1556046651.8994517,20500,1.358073115348816
1556047218.4335895,21000,1.3548706769943237
1556047783.7277436,21500,1.352004885673523
1556048366.9346788,22000,1.3467262983322144
1556048983.2015984,22500,1.3448368310928345
1556049550.0763056,23000,1.3413015604019165
1556050117.2709858,23500,1.3376424312591553
1556050681.618569,24000,1.3367055654525757
1556051290.620255,24500,1.333147406578064
1556051852.0986524,25000,1.328966498374939
1556052416.606812,25500,1.3278770446777344
1556052974.791848,26000,1.3248039484024048
1556053586.3051724,26500,1.3225017786026
1556054149.9308658,27000,1.3200565576553345
1556054713.2976165,27500,1.3195486068725586
1556055276.8622792,28000,1.3167458772659302
1556055891.456502,28500,1.315042495727539
1556056460.9865654,29000,1.3119139671325684
1556057029.2703006,29500,1.310245156288147
1556057597.6279109,30000,1.308465838432312
1556058208.1022484,30500,1.3067693710327148
1556058767.322194,31000,1.3056608438491821
1556059326.734763,31500,1.299920916557312
1556059885.7544255,32000,1.3001925945281982
1556060495.2700186,32500,1.2976775169372559
1556061056.1652431,33000,1.2952913045883179
1556061616.459235,33500,1.2967392206192017
1556062176.1655526,34000,1.2942463159561157
1556062790.4053144,34500,1.2905300855636597
1556063357.3570116,35000,1.29086172580719
1556063924.8066292,35500,1.2882187366485596
1556064491.2735493,36000,1.2874751091003418
1556065109.805678,36500,1.2862318754196167
1556065679.3536832,37000,1.286670207977295
1556079772.8322513,35500,1.2884076833724976
1556080349.34512,36000,1.2887738943099976
1556080991.9906297,36500,1.2867428064346313
1556081567.9855852,37000,1.285895824432373
1556082144.8035135,37500,1.2842130661010742
1556082720.807467,38000,1.2818049192428589
1556083346.1592247,38500,1.2818644046783447
1556083922.4275644,39000,1.2795190811157227
1556084498.8003945,39500,1.2769612073898315
1556085072.1525984,40000,1.2762469053268433
1556085700.9714267,40500,1.2756260633468628
1556086277.7431107,41000,1.2763354778289795
1556086856.1570117,41500,1.2723854780197144
1556087434.3211136,42000,1.2742265462875366
1556088060.8448944,42500,1.273128628730774
1556088637.1446493,43000,1.2701642513275146
1556089213.8440504,43500,1.2671476602554321
1556089789.3032212,44000,1.2655714750289917
1556090418.9250236,44500,1.2673454284667969
1556090999.9471283,45000,1.2643342018127441
1556091581.2054904,45500,1.2626168727874756
1556092162.3455555,46000,1.2631878852844238
1556092793.2092984,46500,1.2640492916107178
1556093372.836086,47000,1.263066053390503
1556093953.5858796,47500,1.2617439031600952
1556094534.1829998,48000,1.2604820728302002
1556095164.7742047,48500,1.259171962738037
1556095745.7935476,49000,1.2564526796340942
1556096327.5293462,49500,1.2576863765716553
1556096908.8421447,50000,1.2564904689788818
1556097536.8491395,50500,1.2555707693099976
1556098112.7309482,51000,1.2559181451797485
1556098689.8204663,51500,1.254037857055664
1556099266.5371654,52000,1.2512236833572388
1556099887.6210976,52500,1.252051830291748
1556100459.0473905,53000,1.2542316913604736
1556101031.1574304,53500,1.2514506578445435
1556101602.553068,54000,1.2519961595535278
1556102227.1884124,54500,1.2519606351852417
1556102803.3040032,55000,1.2468470335006714
1556103379.0678792,55500,1.247036099433899
1556103953.5379457,56000,1.2494523525238037
1556104581.9097872,56500,1.2487680912017822
1556105162.8416576,57000,1.2460557222366333
1556105742.6421726,57500,1.2465358972549438
1556106324.681807,58000,1.244428277015686
1556106942.2714987,58500,1.2436223030090332
1556107511.2364862,59000,1.2437238693237305
1556108079.9104652,59500,1.2449291944503784
1556108650.0106432,60000,1.2408223152160645
