Wall time,Step,Value
1556335321.4886131,500,0.33191096782684326
1556335931.5667577,1000,0.33359116315841675
1556336502.774947,1500,0.3331509530544281
1556337072.024008,2000,0.33353132009506226
1556337702.2021337,2500,0.33352717757225037
1556338266.4564645,3000,0.333662748336792
1556338831.5315006,3500,0.33223825693130493
1556339395.4271,4000,0.3330937325954437
1556340021.1315186,4500,0.33284804224967957
1556340579.3272479,5000,0.3323507308959961
1556341142.925053,5500,0.33272191882133484
1556341702.3698363,6000,0.3329552710056305
1556342320.7140512,6500,0.33269041776657104
1556342881.0622373,7000,0.3329112231731415
1556343440.2616465,7500,0.33294373750686646
1556344000.6612194,8000,0.3330216705799103
1556344620.290902,8500,0.3327273726463318
1556345182.2160077,9000,0.3330487012863159
1556345744.6391912,9500,0.33226674795150757
1556346304.6977205,10000,0.3326152265071869
1556346925.0524905,10500,0.33273568749427795
1556347483.8955631,11000,0.3329935073852539
1556348043.1352453,11500,0.3334800899028778
1556348600.9547036,12000,0.33276718854904175
1556349218.3240707,12500,0.33321768045425415
1556349778.893737,13000,0.3332597017288208
1556350339.1599245,13500,0.33270159363746643
1556350900.4499955,14000,0.3330615162849426
1556351515.4232047,14500,0.3332432508468628
1556352072.4270847,15000,0.33287447690963745
1556352629.4586256,15500,0.3323647677898407
1556353186.96874,16000,0.33246150612831116
1556353806.166616,16500,0.3321988880634308
1556354368.2799466,17000,0.3324819803237915
1556354928.9979463,17500,0.3330748975276947
1556355489.0775,18000,0.33374425768852234
1556356102.742361,18500,0.33252325654029846
1556356660.3793905,19000,0.3329329788684845
1556357217.1983073,19500,0.33320972323417664
1556357774.9499874,20000,0.33306884765625
1556358388.1009026,20500,0.3329075574874878
1556358940.4438205,21000,0.33330830931663513
1556359491.700859,21500,0.333326518535614
1556360043.4534707,22000,0.3330720067024231
1556360658.6429095,22500,0.3328823149204254
1556361215.4931164,23000,0.33226096630096436
1556361771.8442628,23500,0.15045416355133057
1556362327.8802898,24000,0.061243463307619095
1556362941.3166504,24500,0.06012600660324097
1556363498.0752268,25000,0.05953778699040413
1556364056.4233377,25500,0.059076253324747086
1556364613.05354,26000,0.05862637609243393
1556365224.6485124,26500,0.058414168655872345
1556365779.4229245,27000,0.05825888738036156
1556366332.737993,27500,0.058075420558452606
1556366886.3196619,28000,0.057942528277635574
1556367498.4338439,28500,0.05774521082639694
1556368068.296685,29000,0.05771726742386818
1556368620.9352908,29500,0.057543929666280746
1556369173.3024518,30000,0.057294029742479324
1556369790.1422198,30500,0.057150766253471375
1556370343.4682841,31000,0.05709654465317726
1556370900.7528894,31500,0.0568954199552536
1556371456.6571193,32000,0.0569458082318306
1556372064.2168207,32500,0.05685579031705856
1556372617.1289234,33000,0.056693289428949356
1556373167.2192042,33500,0.056672729551792145
1556373718.9740498,34000,0.05643770098686218
1556374331.833704,34500,0.05646904930472374
1556374885.2895124,35000,0.05640767887234688
1556375439.3207314,35500,0.056278303265571594
